"Owners","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","HasTelemedicine","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZip","PhysicalZipPlus","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZip","MailingZipPlus"
"KP Elite LLC",2224017,"KP Elite LLC","Active",10/21/2025,,12/31/2026,"No","Anchorage ","UNITED STATES","3669 Lynn Dr","Unit B","AK","99508",,"Anchorage ","UNITED STATES","3669 Lynn Dr","Unit B","AK","99508",
"SNOW GEESE  LLC",2224018,"Snow Geese LLC","Active",10/21/2025,,12/31/2027,"No","Petersburg","UNITED STATES","710 Vesta",,"AK","99833",,"Petersburg","UNITED STATES","PO Box 1421",,"AK","99833",
"Alyssa  Wallace",2224019,"A&B Apparel","Active",10/21/2025,,12/31/2026,"No","JBER","UNITED STATES","1443 Glacier Ave.","Unit A","AK","99505",,"JBER","UNITED STATES","1443 Glacier Ave.","Unit A","AK","99505",
"Outer Atlas LLC",2224020,"Outer Atlas LLC","Active",10/21/2025,,12/31/2026,"No","Talkeetena","UNITED STATES","21777 Lilly Pond Circle",,"AK","99676",,"Talkeetena","UNITED STATES","21777 Lilly Pond Circle",,"AK","99676",
"Daniele Tanev",2224021,"Dan the PlowMan","Active",10/21/2025,,12/31/2026,"No","Wasilla","UNITED STATES","6965 W Bruns Dr",,"AK","99623",,"Wasilla","UNITED STATES","PO Box 298698",,"AK","99629","8698"
"The Ember Alliance",2224022,"The Ember Alliance","Active",10/21/2025,,12/31/2026,"No","FORT COLLINS","UNITED STATES","1631 E LINCOLN AVE.",,"CO","80524",,"Denver","UNITED STATES","1580 N. Logan St. Ste. 660","PMB 85026","CO","80203",
"Tessa Huyck",2224023,"Black Veil Nails","Active",10/21/2025,,12/31/2026,"No","Fairbanks","UNITED STATES","2004 Sandvik st ","207","AK","99709",,"Fairbanks","UNITED STATES","2004 Sandvik st ","207","AK","99709",
"Southern Cross, LLC",2224024,"Southern Cross Oceanography and Survey","Active",10/21/2025,,12/31/2027,"No","Talkeetna","UNITED STATES","33961 S MOUNT DALL DR.","PO Box 527","AK","99676",,"Talkeetna","UNITED STATES","PO BOX 527","PO BOX 527","AK","99676",
"Dan  Etulain",2224025,"Alaska Homestead TV ","Active",10/21/2025,,12/31/2026,"No","Sitka","UNITED STATES","520 Lake Street",,"AK","99835",,"Juneau","UNITED STATES","PO Box 32113","PO Box 32113","AK","99803",
"Michael Hensley",2224026,"Busters Performance","Active",10/21/2025,,12/31/2027,"No","Kotzebue","UNITED STATES","144 2nd ave",,"AK","99752",,"Kotzebue","UNITED STATES","PO Box 1266",,"AK","99752",
"Law Office of Lisa Rosano, LLC",2224027,"Law Office of Lisa Rosano, LLC","Active",10/21/2025,,12/31/2027,"No","Anchorage","UNITED STATES","2821 Cutwater Ct",,"AK","99516",,"Anchorage","UNITED STATES","2821 Cutwater Ct",,"AK","99516",
"Gregg Brelsford",2224028,"Brelsford Law","Active",10/21/2025,,12/31/2026,"No","Anchorage","UNITED STATES","1126 E 16th Ave","Unit  405","AK","99501","5463","Anchorage","UNITED STATES","1126 E 16th Ave","Unit 405","AK","99501","5463"
"Driftwood Physical Therapy LLC",2224029,"Driftwood Physical Therapy LLC","Active",10/21/2025,,12/31/2027,"Yes","Sitka","UNITED STATES","1408 Georgeson Loop",,"AK","99835",,"Sitka","UNITED STATES","1408 Georgeson Loop",,"AK","99835",
"Confluence Real Estate and Investments LLC",2224030,"Confluence Real Estate and Investments LLC","Active",10/21/2025,,12/31/2026,"No","Wasilla","UNITED STATES","4585 E Starwood Dr",,"AK","99654",,"Wasilla","UNITED STATES","PO Box 872273",,"AK","99687",
"Nicole  Vaitohi",2224031,"Eastside Mini-Mart Mom & Pops","Active",10/21/2025,,12/31/2027,"No","Anchorage ","UNITED STATES","6307 DeBarr rd E/F",,"AK","99504",,"Anchorage ","UNITED STATES","6307 DeBarr rd E/F",,"AK","99504",
"NICK ROSS",2224032,"NICK ROSS CONSTRUCTION","Active",4/9/2026,,12/31/2027,"No","HOMER","UNITED STATES","319 E BAYVIEW AVE",,"AK","99603",,"HOMER","UNITED STATES","319 E BAYVIEW AVE",,"AK","99603",
"Kelly  Harmon",2224033,"KellyzCleaningService ","Active",10/21/2025,,12/31/2026,"No","North pole ","UNITED STATES","3910 Tanada ",,"AK","99705",,"North pole ","UNITED STATES","3910 Tanada ",,"AK","99705",
"COLMEX HOME SERVICES LLC",2224034,"COLMEX HOME SERVICES ","Active",10/21/2025,,12/31/2027,"No","Anchorage","UNITED STATES","2615 Guam Ave",,"AK","99507",,"Anchorage","UNITED STATES","2615 Guam Ave",,"AK","99507",
"CARE SOLACE, INC.",2224035,"CARE SOLACE, INC.","Active",10/10/2025,,12/31/2026,"No","CARDIFF","UNITED STATES","120 BIRMINGHAM DR STE 200",,"CA","92007",,"CARDIFF","UNITED STATES","120 BIRMINGHAM DR STE 200",,"CA","92007",
"Keegan Mcafee",2224036,"Ridge Rentals","Active",10/21/2025,,12/31/2027,"No","Fairbanks ","UNITED STATES","427 crestmont Dr ",,"AK","99709",,"Fairbanks ","UNITED STATES","427 crestmont Dr ",,"AK","99709",
"Van Luit Performance Co. LLC",2224037,"Van Luit Performance Co. LLC","Active",10/21/2025,,12/31/2026,"No","North Pole","UNITED STATES","2685 Stryker Loop",,"AK","99705",,"North Pole","UNITED STATES","2685 Stryker Loop",,"AK","99705",
"  Troy Butler",2224038,"  TC Home Services","Active",10/21/2025,,12/31/2026,"No","Anchorage ","UNITED STATES","4415 Campus St ","# 1","AK","99507",,"Anchorage ","UNITED STATES","4415 Campus St ","# 1","AK","99507",
"Arctic Bully LLC",2224039,"Arctic Bully LLC","Active",10/21/2025,,12/31/2027,"No","Anchorage","UNITED STATES","6140 Azalea Drive",,"AK","99516",,"Anchorage","UNITED STATES","6140 Azalea Drive",,"AK","99516",
"Hand Made LLC",2224040,"The Blue Loon","Active",10/21/2025,,12/31/2027,"No","Fairbanks","UNITED STATES","2999 Parks Hwy",,"AK","99701",,"Fairbanks","UNITED STATES","810 College Road",,"AK","99701",
"The Moosetide Hotel LLC",2224041,"The Moosetide Hotel","Active",10/21/2025,,12/31/2026,"No","Homer","UNITED STATES","147 E. Pioneer Ave.",,"AK","99603",,"Homer","UNITED STATES","147 E. Pioneer Ave.",,"AK","99603",
"Edward  Hall",2224042,"DJM AUTOBODY ","Active",10/21/2025,,12/31/2027,"No","Palmer ","UNITED STATES","1415 N Local 302 Rd",,"AK","99645",,"Wasilla ","UNITED STATES","Po box 870056",,"AK","99645",
"Christine Sheehan; James Sheehan;",2224043,"ByGoneDiscoveries","Active",10/21/2025,,12/31/2027,"No","Seward","UNITED STATES","33381 Unity Ave",,"AK","99664",,"Seward","UNITED STATES","POB 2982",,"AK","99664",
"Samuel Williams",2224044,"AquaVita consulting","Active",10/21/2025,,12/31/2026,"No","Haines","UNITED STATES","722 Small Tracts Rd.","PO box 1142","AK","99827",,"Haines","UNITED STATES","722 Small Tracts Rd.","PO box 1142","AK","99827",
"Ashlan Prince, PhD, LLC",2224045,"Ashlan Prince, PhD, LLC","Active",10/21/2025,,12/31/2027,"Yes","Eagle River","UNITED STATES","17231 Alice Loop",,"AK","99577",,"Eagle River","UNITED STATES","17231 Alice Loop",,"AK","99577",
"Cordova Iceworm Festival",2224046,"Cordova Iceworm Festival","Active",10/21/2025,,12/31/2027,"No","CORDOVA","UNITED STATES","509 3/4 1st street",,"AK","99574","0768","CORDOVA","UNITED STATES","PO BOX 768",,"AK","99574","0768"
"Emergent Women Enterprises, LLC",2224047,"Life Sprout Collective","Active",10/21/2025,,12/31/2026,"No","Fairbanks","UNITED STATES","59 College Rd","Ste 102","AK","99701",,"Fairbanks","UNITED STATES","1128 Trianon Dr",,"AK","99712",
"Liam Weber",2224048,"ReelArt","Active",10/21/2025,,12/31/2026,"No","Wasilla","UNITED STATES","3520 N Slaton St",,"AK","99654",,"Wasilla","UNITED STATES","3520 N Slaton St",,"AK","99654",
"Deepak Saini",2224049,"Consultix Global Solutions","Active",10/21/2025,,12/31/2026,"No","Sheridan","UNITED STATES","30 N Gloud St Ste R",,"WY","82801",,"Sheridan","UNITED STATES","30 N Gloud St Ste R",,"WY","82801",
"adera leonard",2224050,"Aderas Everything Under One Crown ","Active",10/21/2025,,12/31/2027,"No","Anchorage ","UNITED STATES","5700 old seward highway ","Suite 203","AK","99502",,"Anchorage ","UNITED STATES","5700 old seward highway ","Suite 203","AK","99502",
"Todd Dean",2224051,"Alaskan Panorama","Active",10/22/2025,,12/31/2026,"No","Fairbanks","UNITED STATES","518 Front Street",,"AK","99701",,"Fairbanks","UNITED STATES","518 Front Street",,"AK","99701",
"Real Alaska Tours LLC",2224052,"Real Alaska Tours LLC","Active",10/22/2025,,12/31/2026,"No","Anchorage","UNITED STATES","1227 W 9th Ave","Ste 301","AK","99501",,"Anchorage","UNITED STATES","1227 W 9th Ave","Ste 301","AK","99501",
"Snow Hub LLC",2224053,"Snow Hub ","Active",10/22/2025,,12/31/2027,"No","Wasilla","UNITED STATES","189 E. Nelson Ave #214",,"AK","99654",,"Wasilla","UNITED STATES","189 E. Nelson Ave #214",,"AK","99654",
"RACOM CORPORATION",2224054,"RACOM CORPORATION","Active",10/22/2025,,12/31/2027,"No","Marshalltown","UNITED STATES","201 W State Street",,"IA","50158",,"Marshalltown","UNITED STATES","201 W State Street",,"IA","50158",
"On Time Flow LLC",2224055,"On Time Flow","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","2900 boniface parkway",,"AK","99504",,"Anchorage","UNITED STATES","2900 boniface parkway",,"AK","99504",
"Carl Christiansen",2224056,"Qakiiyaq Charters","Active",10/22/2025,,12/31/2027,"No","Kodiak","UNITED STATES","1014 E Rezanof Dr",,"AK","99615",,"Kodiak","UNITED STATES","PO Box 1640",,"AK","99615",
"RHODES PHARMACEUTICALS LIMITED PARTNERSHIP",2224057,"Rhodes Pharmaceuticals Limited Partnership","Active",10/22/2025,,12/31/2026,"No","Wilson","UNITED STATES","4701 International Boulevard W","Suite 307","NC","27893",,"Wilson","UNITED STATES","4701 International Boulevard W.","Suite 307","NC","27893",
"Brice Terra LLC",2224058,"Brice Terra LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","3700 Centerpoint Dr., 8th floor",,"AK","99503",,"Anchorage","UNITED STATES","5015 Business Park Blvd., Ste. 3000",,"AK","99503",
"Craig Kuntz",2224059,"Cordova Lumber and Building Supply","Active",10/22/2025,,12/31/2027,"No","Cordova","UNITED STATES","26A Whitshed Road",,"AK","99574",,"Cordova","UNITED STATES","Po Box 1262",,"AK","99574",
"Haylee Spor",2224060,"Enchanted Moments Photography ","Active",10/22/2025,,12/31/2026,"No","Eielson AFB","UNITED STATES","488 grizzly bear loop","ST C","AK","99702",,"Eielson AFB","UNITED STATES","488 grizzly bear loop","St c","AK","99702",
"Michelle Sharp",2224061,"Botanica Baking Co.","Active",10/22/2025,,12/31/2026,"No","Wasilla ","UNITED STATES","3330 N Tamar RD.","Unit C ","AK","99654",,"Wasilla ","UNITED STATES","3330 N Tamar RD.","Unit C ","AK","99654",
"Empower Physical Therapy, Limited Partnership",2224062,"Empower Physical Therapy, Limited Partnership","Active",10/22/2025,,12/31/2027,"No","Wasilla","UNITED STATES","3765 E. Blue Lupine Dr. Ste E",,"AK","99654",,"Houston","UNITED STATES","1300 W Sam Houston Pkwy S. Ste 300",,"TX","77042",
"Samara Bethesda Assisted Living LLC",2224063,"Samara Bethesda Assisted Living LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","4353 Rendezvous Circle",,"AK","99504",,"Anchorage","UNITED STATES","4353 Rendezvous Circle",,"AK","99504",
"Nina Hanebuth",2224064,"Segayaq Strategies","Active",10/22/2025,,12/31/2027,"No","Nome","UNITED STATES","711 East 1st Avenue","(2057)","AK","99762",,"Nome","UNITED STATES","PO Box 2057",,"AK","99762",
"Prime Therapeutics Pharmacy LLC",2224065,"Prime Therapeutics Pharmacy LLC","Active",10/22/2025,,12/31/2027,"No","Orlando","UNITED STATES","6870 SHADOWRIDGE DRIVE, SUITE 111",,"FL","32812",,"Eagan","UNITED STATES","2900 Ames Crossing Road, Ste. 200",,"MN","55121",
"Jesse Bradley",2224066,"Lucky 7","Active",10/22/2025,,12/31/2027,"No","Fairbanks","UNITED STATES","755 Moosewood Circle",,"AK","99712",,"Fairbanks","UNITED STATES","755 Moosewood Circle",,"AK","99712",
"Prime Therapeutics Pharmacy LLC",2224067,"Prime Therapeutics Pharmacy LLC","Active",10/22/2025,,12/31/2027,"No","Salt Lake City","UNITED STATES","2256 South 3600 West,  Suite A-B",,"UT","84119",,"Eagan","UNITED STATES","2900 Ames Crossing Road, Ste. 200",,"MN","55121",
"Josi & Co., LLC",2224068,"Josi & Co., LLC","Active",10/22/2025,,12/31/2026,"No","Anchorage","UNITED STATES","2919 Wiley Post Ave",,"AK","99517",,"Anchorage","UNITED STATES","2919 Wiley Post Ave",,"AK","99517",
"The Blue Marlin",2224069,"The Marlin","Active",10/22/2025,,12/31/2026,"No","FAIRBANKS","UNITED STATES","3412 college rd",,"AK","99709",,"FAIRBANKS","UNITED STATES","104 CHIEF EVAN DRIVE",,"AK","99709",
"Hot Toast Homes LLC",2224070,"Hot Toast Homes LLC","Active",10/22/2025,,12/31/2027,"No","Juneau","UNITED STATES","18780 Trails End Dr. ",,"AK","99801",,"Juneau","UNITED STATES","PO Box 21887","PO Box 21887","AK","99802",
"Indy Furster",2224071,"Indy's Guided Tours","Active",10/22/2025,,12/31/2026,"No","Fairbanks","UNITED STATES","1316 Arctic Tern Dr",,"AK","99712",,"Fairbanks","UNITED STATES","PO Box 10653",,"AK","99710",
"Daniel Spaargaren",2224072,"Daniel's Guided Experiences","Active",10/22/2025,,12/31/2026,"No","Fairbanks","UNITED STATES","1316 Arctic Tern Drive",,"AK","99712",,"Fairbanks","UNITED STATES","PO Box 10653",,"AK","99710",
"Tabor Rentals LLC",2224073,"Tabor Rentals LLC","Active",10/22/2025,,12/31/2026,"No","Palmer","UNITED STATES","7269 E Jim Cottrell Cir",,"AK","99645",,"Palmer ","UNITED STATES","P.O.Box 1296",,"AK","99645",
"CQS1, LLC",2224074,"CQS1, LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","711 H ST STE 200",,"AK","99501",,"Anchorage","UNITED STATES","711 H ST STE 200",,"AK","99501",
"Alaska Dialysis - Laurel Street, LLC",2224075,"Alaska Dialysis - Laurel","Active",10/22/2025,,12/31/2027,"Yes","Anchorage","UNITED STATES","3950 Laurel Street",,"AK","99508","5366","Anchorage","UNITED STATES","3950 Laurel Street",,"AK","99508","5366"
"CQS2, LLC",2224076,"CQS2, LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","711 H ST STE 200",,"AK","99501",,"Anchorage","UNITED STATES","711 H ST STE 200",,"AK","99501",
"CQS3, LLC",2224077,"CQS3, LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","711 H ST STE 200",,"AK","99501",,"Anchorage","UNITED STATES","711 H ST STE 200",,"AK","99501",
"CQS4, LLC",2224078,"CQS4, LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","711 H ST STE 200",,"AK","99501",,"Anchorage","UNITED STATES","711 H ST STE 200",,"AK","99501",
"Northern Skye Holdings, Corp",2224079,"Northern Skye Holdings, Corp","Active",10/22/2025,,12/31/2027,"No","Las Vegas","UNITED STATES","3225 Mcleod Dr. Suite 100",,"NV","89121",,"Las Vegas","UNITED STATES","3225 Mcleod Dr. Suite 100",,"NV","89121",
"Peter Petrosius ",2224080,"1st RESPONSE HOME REPAIR SERVICES ","Active",10/22/2025,,12/31/2027,"No","Homer","UNITED STATES","57620 Rancho Ct",,"AK","99603",,"Homer","UNITED STATES","57620 Rancho Ct",,"AK","99603",
"Alaska Municipal Equipment, LLC",2224081,"Alaska Municipal Equipment, LLC","Active",10/22/2025,,12/31/2026,"No","EAGLE RIVER","UNITED STATES","16924 SNOWMOBILE LN",,"AK","99577",,"EAGLE RIVER","UNITED STATES","16924 SNOWMOBILE LN",,"AK","99577",
"Chugach Solutions-Midnight Sun Joint Venture, LLC",2224082,"Chugach Solutions-Midnight Sun Joint Venture, LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage ","UNITED STATES","3800 Centerpoint Dr. ","Ste. 1200","AK","99503",,"Anchorage ","UNITED STATES","3800 Centerpoint Dr. ","Ste. 1200","AK","99503",
"Coffee Cabin AK LLC; Coffee Cabin AK LLC;",2224083,"Coffee Cabin AK LLC","Active",10/22/2025,,12/31/2027,"No","Wasilla","UNITED STATES","1680 N Peck Street",,"AK","99654",,"PALMER","UNITED STATES","1351 S MIDDLE MESA DRIVE",,"AK","99645",
"Janelle Sweeney",2224084,"Manor on 112th","Active",10/22/2025,,12/31/2026,"No","Anchorage","UNITED STATES","2640 E 112th Ave",,"AK","99516",,"Anchorage","UNITED STATES","12741 Silver Spruce Dr",,"AK","99516",
"Alaska Fire and Flue, LLC",2224086,"Valley Mtn Services","Active",10/22/2025,,12/31/2027,"No","Palmer","UNITED STATES","6445 E Blue Lupine Dr",,"AK","99645","5903","Palmer","UNITED STATES","6445 E Blue Lupine Dr",,"AK","99645","5903"
"Scott Niblack",2224087,"Terra Realty and Management","Active",10/22/2025,,12/31/2027,"No","Denver","UNITED STATES","2630 curtis street",,"CO","80205",,"Denver","UNITED STATES","2630 curtis street",,"CO","80205",
"Lianne  Hobbs",2224088,"Hobbs Hill Music","Active",10/22/2025,,12/31/2026,"No","Wasilla","UNITED STATES","2930 N Barry's Resort Dr",,"AK","99654",,"Wasilla","UNITED STATES","PO Box 876406",,"AK","99687",
"ISAAC HEALTH CORPORATION",2224089,"ISAAC HEALTH FLORIDA PROFESSIONAL ASSOCIATION","Active",10/22/2025,,12/31/2027,"Yes","Orlando","UNITED STATES","4530 S. Orange Blossom Trail","#768","FL","32839","1704","Orlando","UNITED STATES","4530 S. Orange Blossom Trail","#768","FL","32839","1704"
"Melody Austin; John Underwood;",2224090,"To the Moon and Back","Active",10/22/2025,,12/31/2026,"No","Anchorage AK","UNITED STATES","1518 Wintergreen Street","1518 Wintergreen Street","AK","99508",,"Anchorage AK","UNITED STATES","1518 Wintergreen Street","1518 Wintergreen Street","AK","99508",
"Danielle McNabb",2224091,"Dani's Cleaning Service","Active",10/22/2025,,12/31/2026,"No","Salcha","UNITED STATES","6725 Richardson Hwy",,"AK","99714","6725","Salcha","UNITED STATES","6725 Richardson Hwy",,"AK","99714","6725"
"Jonathan Hillis",2224092,"The Mountain Shop","Active",10/22/2025,,12/31/2027,"No","Skagway","UNITED STATES","355 4th Ave",,"AK","99840",,"Skagway","UNITED STATES","PO Box 1023",,"AK","99840",
"RA Outdoors, LLC",2224093,"Aspira","Active",10/22/2025,,12/31/2027,"No","Dallas","UNITED STATES","717 N. Harwood St.","Suite 2400 ","TX","75201",,"Dallas","UNITED STATES","717 N. Harwood St.","Suite 2400 ","TX","75201",
"GOAL INCORPORATED",2224094,"Goal Incorporated","Active",10/22/2025,,12/31/2026,"No","Wasilla","UNITED STATES","4901 E Mayflower Ln Ste B",,"AK","99654",,"Wasilla","UNITED STATES","4901 E Mayflower Ln Ste B",,"AK","99654",
"Last Frontier Bookkeeping LLC",2224095,"Last Frontier Bookkeeping LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","1709 Morningtide Ct",,"AK","99501",,"Anchorage","UNITED STATES","1709 Morningtide Ct",,"AK","99501",
"JC SCI, LLC",2224097,"JC SCI, LLC ","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","813 D Street, Suite 200",,"AK","99501",,"Anchorage","UNITED STATES","PO Box 202845",,"AK","99520","2845"
"Susitna Satellite Transport, LLC; Susitna Satellite Transport, LLC;",2224098,"Susitna Satellite Transport, LLC","Active",10/22/2025,,12/31/2026,"No","Palmer","UNITED STATES","1740 S Chugach Street",,"AK","99645",,"Palmer","UNITED STATES","480 Commercial Drive",,"AK","99645",
"Geneva Wetmore",2224099,"Alaska Wild Watercolors","Active",10/22/2025,,12/31/2026,"No","Anchorage","UNITED STATES","1360 W 72nd cir",,"AK","99518",,"Anchorage","UNITED STATES","1360 W 72nd Cir",,"AK","99518",
"BSH, LLC",2224100,"BSH, LLC","Active",10/22/2025,,12/31/2027,"No","Anchorage","UNITED STATES","3601 C Street Suite 1000-38",,"AK","99503",,"Anchorage","UNITED STATES","3601 C Street Suite 1000-38",,"AK","99503",
"Christina Nudi LLC",2224101,"Christina Nudi LLC","Active",10/22/2025,,12/31/2027,"No","Fishers","UNITED STATES","8254 Katrina Way",,"IN","46038",,"Fishers","UNITED STATES","8254 Katrina Way",,"IN","46038",
"Red Willow Therapy, LLC",2224102,"Red Willow Therapy","Active",10/22/2025,,12/31/2027,"No","Madison","UNITED STATES","1817 South Thompson Dr.","111 First S First Street","WI","53716",,"Fairbanks","UNITED STATES","Curtis Tindall","2401 Topeka Dr.","AK","99705",
"Adaeze  Woko",2224103,"Living Waters Consulting ","Active",10/22/2025,,12/31/2026,"No","Anchorage","UNITED STATES","6080 Yukon Rd",,"AK","99507",,"Anchorage","UNITED STATES","6080 Yukon Rd",,"AK","99507",
"Chris Ruschmann; Aubrey Ruschmann;",2224104,"AK Things","Active",10/22/2025,,12/31/2027,"No","Juneau","UNITED STATES","15260 Glacier Hwy",,"AK","99801",,"Juneau","UNITED STATES","15260 Glacier Hwy",,"AK","99801",
"HUGHES GENERAL CONTRACTING LLC",2224105,"Hughes General Contracting","Active",10/22/2025,,12/31/2027,"No","Wasilla","UNITED STATES","3400 E Cottle Loop","Suite 100","AK","99654",,"Wasilla","UNITED STATES","3400 E Cottle Loop","Suite 100","AK","99654",
"Allison Walker",2224106,"Miss Motor Fix and Find","Active",10/22/2025,,12/31/2026,"No","Kenai","UNITED STATES","609 Ames Road",,"AK","99611",,"Kenai","UNITED STATES","609 Ames Road",,"AK","99611",
"Gregory Erickson",2224107,"GE Rentals","Active",10/22/2025,,12/31/2027,"No","Soldotna","UNITED STATES","37868 Grayling Ct",,"AK","99669",,"Soldotna","UNITED STATES","PO Box 1714",,"AK","99669",
"Jessica  Ortiz",2224108,"Mat-Su Commercial Cleaning","Active",10/22/2025,,12/31/2027,"No","Palmer","UNITED STATES","13590 East Field Lane",,"AK","99645",,"Palmer","UNITED STATES","13590 East Field Lane",,"AK","99645",
"Far North Fire and Flow Entertainment, LLC",2224109,"Far North Fire and Flow Entertainment, LLC","Active",10/22/2025,,12/31/2026,"No","Fairbanks","UNITED STATES","423 Carlton Drive #A",,"AK","99701",,"Fairbanks","UNITED STATES","423 Carlton Drive #A",,"AK","99701",
